marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,31364444,R2JEESEFYDVQB2,B00PLCMZ8M,558087999,Grace Digital GDI-IRMSamp Microsystem Internet Radio Receiver and Amplifier (Black),Electronics,5,0,0,N,Y,"Easy to use for those less technically inclined, and this picks up local radio stations (HUGE BONUS)","So, I wouldn't have purchased this if it were not for my wife, who is infinitely frustrated with my audio setup.<br /><br />I needed something that would sit next to our TV, and be simple to use.  The fact that this has a remote is a nice bonus.  The fact that this can grab my local radio stations is a HUGE bonus - one which I didn't know it could do (does it via streaming).<br /><br />My problem is that I have this setup:<br /><br />Computer requests audio to be played from a Linux computer which uses a M2Tech Hiface to stream digital to my DAC (streamed lossless FLAC).  This then feeds into my preamp, and then amp and speakers.  To access the linux computer that runs the whole show, I have to have her use shell login to my linux host (not easy for most people, and if something goes wrong, she can't fix it).  You can then  from command line play pandora or music.<br /><br />So, those issues being stated, after plenty of research, I chose this.  I can connect this up right into my preamp, and she can use it pretty easily.  The setup was a snap, follow a few instructions, and I'm now linked up with my pandora account (I've got probably 40 stations I've been grooming for years).  Great.<br /><br />I had mistook the &#34;antenna&#34; in the product pictures for a coax hookup for an AM/FM antenna.  In fact this hookup is for the antenna to your wireless router.  Very fortunately, this nice box has the great feature of being able to pickup any radio station that streams their broadcasts (which as it turns out, is almost all of the local stations).  Not only that, but I can get stations that I would otherwise not be able to get at all (since I don't rely on an antenna, just whatever I choose to stream).  how do I get my local stations?  Simple !  you just set your location (enter your city I believe).  And it'll select the right stations for where you are.  It will also allow you to then progress outwards and grab more stations that you wouldn't otherwise be able to get with an antenna of probably any size.  I live in Baltimore, and it allows me to get stations hundreds of miles away!  Very slick!!<br /><br />The one downside to this product is that the built-in amplifier is really pretty poor quality.  However, I didn't buy this for that functionality anyway.  I only ended up using it, as my preamp crapped out, and I'm stuck using the built in amp for the time being.  It's nice that it's available, but don't think that if you have decent speakers, that you'll get very good sound quality.  You're much better off using the 'line out' and putting this into your favorite receiver or preamp, as the built in one just isn't so great, but it's functional.ith an antenna of probably any size.  I live in Baltimore, and it allows me to get stations hundreds of miles away!  Very slick!!<br /><br />The one downside to this product is that the built-in amplifier is really pretty poor quality.  However, I didn't buy this for that functionality anyway.  I only ended up using it, as my preamp crapped out, and I'm stuck using the built in amp for the time being.  It's nice that it's available, but don't think that if you have decent speakers, that you'll get very good sound quality.  You're much better off using the 'line out' and putting this into your favorite receiver or preamp, as the built in one just isn't so great, but it's functional.",31-08-2015
US,11891353,R2BX4NP4XPPRUS,B012Z0R34I,936286343,"Zipbuds SLIDE Sport Earbuds with Mic (Most Durable, Tangle-Free, Workout In-Ear Headphones)",Electronics,5,3,3,N,Y,Great Sound! Very comfortable.,"Awesome earphones! The sound is great and the ear pieces are very comfortable.  I use them at the golf range.  They are lightweight and don't fall out of my ear when I'm in motion.  Best of all, NO TANGLES even after being shoved in and out of my bag.",31-08-2015
US,1569092,R7SPUAFZODBZN,B00FPUYSXK,12772685,JBL Charge Portable Wireless Bluetooth Speaker,Electronics,1,0,0,N,Y,NÃO ESTOU SATISFEITO COM ESSE PRODUTO,"Day 20 November 2014 acquired the JBL portable load Indoor / Outdoor Bluetooth Speaker | Black and hardly used it and 6.16.15 she has stopped working. Just take full charge when left more than 24 hours, yet their working time is no more than 2hs. The few times I used, was always loaded with accessories that accompanied it. I live in Brasilia-DF Brazil, not with the product warranty or aq even there in the USA. She when turned on, provides a noise as if in short circuit and after a while for the noise. only is working connected to the charger.<br /> It is expensive and that left me high and dry.<br /> Disappointed.",31-08-2015
US,126728,R2B137PSYXNDGC,B003X1BEKI,197484873,Koss Headphones,Electronics,5,0,0,N,Y,but some members on head-fi gave them really good reviews and so far they're the best I've had ...,"I'm really not qualified to review headphones, but some members on head-fi gave them really good reviews and so far they're the best I've had or used.<br />They're extremely clear, and while somewhat lacking on bass, you still feel and hear it it's just not overpowering. Listening to these headphones is akin to the experience of eating Dark Chocolate.",31-08-2015
US,7809544,R146GB865SLP8A,B005F6O0M8,69091996,Mitsubishi WD-65735 180 Watt TV Lamp Replacement,Electronics,5,0,0,N,Y,Five Stars,Watched a video on how to install it on YouTube and it was easy,31-08-2015
US,44692544,RP9RILI2BJIZT,B00NCSIN4W,915797770,Skullcandy Hesh Bluetooth,Electronics,1,4,6,N,Y,dissapointed,I was very dissapointed with the quality of the headphones they sound very low the battery dies in less then 2 hours which I find ironic because they are not even loud. The range from your phone to the actual headset is probably only like 2 feet because it disconnects everytime I got my phone in my pocket all around upset about the product especially for this price I could've bought any one of the 30 or 40 dollar headphone and it probably would've been the same or better,31-08-2015
US,48924708,R2OJHJKPRR9AG,B00EWCUK98,779758615,SONOS Compact Wireless Speaker for Streaming Music,Electronics,5,0,0,N,Y,... with this in my bathroom - sounds so much better!,Replaced a Logitech wireless radio with this in my bathroom - sounds so much better!,31-08-2015
US,15758524,R2KBH8K2MN7L5T,B00XWKA3FC,418244573,"Cable Management Sleeve, JOTO Cable Sleeve, [Set of 4] 19"" Neoprene Cable Sleeves for PC / TV / Home Theater / Speaker, Flexible Cable Wrap, Cable Cover, Cable Organizer, Cords Management (4 Piece)",Electronics,5,1,1,N,Y,Five Stars,Exactly as described. The sleeves have helped to &#34;tidy up&#34; by work space. Thanks!,31-08-2015
US,24732189,R1PJS8TX58J3WC,B000IJY8DS,654766735,"High Speed HDMI Cable Supports Ethernet, 3D and Audio Return",Electronics,5,0,0,N,Y,Five Stars,Good for the price.,31-08-2015
US,31350905,R1ORLE4CZA6R5F,B000OG88KY,239721724,Sony SS-B1000 5-1/4-Inch Bookshelf Speakers (Pair),Electronics,4,0,1,N,Y,Four Stars,They work,31-08-2015
US,15507336,R3QS6L10BUWOOE,B00T2K0ROI,10558218,NO MORE SELLING,Electronics,5,7,7,N,N,Loud for such a small speaker,"[[VIDEOID:46129030a61a028dbd8e69c13b30606]] Please watch the video for more specifics.<br />I enjoyed using this Bluetooth speaker from TaoTronics.<br />You should wet the suction cup or else it will not stick very, once you do that you should be fine.<br />The audio is very clear the sound is very good overall but the bass may lack a little bit due to the size which is to be expected.<br />I found it interesting the typical double tapping of the phone button is not how you call the last caller, instead you must hold the button down which is different than what I'm used to but something worth noting.<br />It takes approximately two hours to charge after which you can expect 5-6 hours of playback from the 500mAh battery. When the battery is low it will beep to indicate that it's time for it to be recharged<br />The included user manual is very clear and very easy to read.<br />The charging ports is well covered so no issue there with water.<br />As you remember to wet the suction cup it will actually stick but if you do not it will probably only stick for a matter of minutes I found.<br />You can't submerged in water completely obviously but splashes here and there shouldn't be an issue.<br />Review sample provided free or at a discounted price for a fair, unbiased, and honest review.",31-08-2015
US,45905256,R2S8TX3KZU9TNW,B012YZ6ONK,374746816,Flare Audio R2A Sound Isolating In-Ear Aluminum Earphones with High Definition & Distortion Free Sound (Black),Electronics,5,2,2,N,N,Clarity and comfort that keeps things interesting,"[[VIDEOID:ca7421903fd1ad5c64ae1dc42a160649]] Earbuds have always been an issue for me. Mine is one of those stereotypical stories -- I can't find a pair that fits my ears well. I've tried so many types of earbuds and most of them give my ear canals some sort of fatigue. It's not that they sound bad, just that keeping them in my ears for more than 10 minutes is painful. The only ones I could tolerate were the Apple EarPods, and I have a love/hate relationship with them. Sure, they sit nicely in my ears, but them being fully open means I lose my music to the crickets of night and pelicans of day. Well, no more! I found the Flare R2A in-ear monitors, and seems my fear of earbuds is over.<br /><br />Disclaimer: This product was provided at a discounted price in exchange for an honest review.<br /><br />The R2s began their life on Kickstarter with a campaign that raised over $170,000. That's quite a lot for IEMs, which are a rather niche market. Flare is a British company that strives for excellence in sound, and hopes that the world can join them in this pursuit. Before the R2s, the company made loudspeakers, so in-ears is a bit of a different industry. I think they did a fine job of things.<br /><br />I listen to a lot of different genres of music, but mostly folk and dream pop lately. To test out the R2s, I listened to hip-hop, jazz, EDM, instrumental guitar and piano, rock, classical, and of course the aforementioned folk. They performed consistently well in every genre. They also look great.<br /><br />First, of course, the sound. These IEMs aren't active noise canceling or anything fancy, which is good because noise canceling often diminishes the sound quality. The R2s are still great for keeping outside noises to a minimum. They use the same plushy foam tips as earplugs, which makes for a comfortable and quiet listening environment. I tried them at work, in the bus, walking down a busy road, and even in a studio while recording. There's absolutely no sound leakage at all, which is great for quiet environments, and none of the quality seems to be lost when the environment is noisy.<br /><br />People sometimes rant about flat response and how it's better than everything else. Those people might be troubled by the R2s. They're warmer than most earbuds, but don't have muddy bass. The main issue with earbuds is always treble: there's way too much of it everywhere. Then Skullcandy wanted to have fun so they started adding a bunch of bass to the mix. Everything above 80Hz seemed to have been lost. The R2s have none of those problems -- highs are crisp, mids cut through well, and the lows of course deliver the much-needed punch, rather than a drone. The responsiveness of everything is very tight.<br /><br />As I said before, everything I listened to with these IEMs sounded wonderful. They revealed details in songs that I didn't know were there, while also being comfortable, affordable, and easy to use. The highs were not overbearing, but pronounced; the high-mids don't clutter the highs at all; the low-mids keep all the bass lines in check; and the lows make sure you remember that the bass drum exists without making you forget about the guitars in the mid-range. That's a great achievement. I really love the way these sound. Everything is balanced. Overall, it's a bit warm, but I would much rather it be warm than sound like tinny old Apple earbuds from the early 2000s, with their mesh and bass-less muddle.<br /><br />On to the design. These things are beautifully minimal, but aren't trying to be artistic, which is nice for a change. The earbuds themselves are black (or whatever color you chose), and the tips and cable match that. There's also a rectangular machined aluminum box that splits the stereo signal for the left and right channels. It doesn't need to be as big as it is, but it does add some pizzazz to things. Lastly, there's the 3.5mm connector, which on mine is black with two gold stripes running through it.<br /><br />I love the design, but there's one ergonomic inconsistency: The aluminum box. It looks cool, and I can see why the designer would have put it there. However, if you want to use these as a versatile pair of IEMs, you may walk with them once in a while, or just move around a bit. The latter is inevitable, and when you do choose to move around you'll hear some strange thudding sounds. That's the box attempting to defy gravity. Every time I hear this I tell myself it's cool to look at, but doesn't need to be so heavy and certainly doesn't add any special functionality. The heaviness, I suppose, adds value to the IEMs. I would just prefer it wasn't here, especially when I'm using these to perform.<br /><br />While these are \\""reference\\"" series -- at least according to the marketing by Flare -- I don't recommend using them for referencing. The R2s don't produce a completely flat sound like Sonys do. They're amazing for listening to, but not necessarily for studio work. I tried mixing a few song using them just for fun, and I noticed that most of my mixes tended to lose the low-mid range on other speakers and headphones simply because the R2s are warm. This characteristic is great when listening to music, but not for mixing/producing it.<br /><br />If you're a musician, you'll find that these are great for monitoring (and thus they are named in-ear monitors). I used them to monitor my vocals and piano while recording an entire song and they worked great. The warmth helps make things less straining on the ears, and there's not so much bass that I get a headache using them after a while. I also used these to monitor my synth and the rest of the band while playing live, and the foam tips isolated the sound very well.<br /><br />It's worth noting that since these are in-ear monitors, there is no microphone. The aluminum block in the middle of the cable just acts as a splitter -- there's no hidden microphone. At first this bugged me, because I would receive a call and forget I couldn't use these headphones to talk. After a while, I just accepted it. There's no reason for IEMs to have a microphone since there's no way for you to use it as a talkback to your band or anything. It also goes against the way that Flare built these, which is to solely focus on recreating sound accurately, not adding more sound. Bottom line: A microphone would have been useful, but there isn't one, and that shouldn't be a deal breaker.<br /><br />Here's the verdict: The R2s made me like earbuds again. I was considering the Shure SE215s, but these reign superior. Once they're in my ears, I don't feel like I need to take them out. They feel at home. Even Apple's EarPods, which \\""sit\\"" in my ears nicely, don't make me forget that I'm listening to music through small pieces of plastic in my ears. The R2s do, and they don't look ridiculous like some earbuds. My friend even told me he didn't notice I was wearing them because they're so small. That's awesome.e the design, but there's one ergonomic inconsistency: The aluminum box. It looks cool, and I can see why the designer would have put it there. However, if you want to use these as a versatile pair of IEMs, you may walk with them once in a while, or just move around a bit. The latter is inevitable, and when you do choose to move around you'll hear some strange thudding sounds. That's the box attempting to defy gravity. Every time I hear this I tell myself it's cool to look at, but doesn't need to be so heavy and certainly doesn't add any special functionality. The heaviness, I suppose, adds value to the IEMs. I would just prefer it wasn't here, especially when I'm using these to perform.<br /><br />While these are \\""reference\\"" series -- at least according to the marketing by Flare -- I don't recommend using them for referencing. The R2s don't produce a completely flat sound like Sonys do. They're amazing for listening to, but not necessarily for studio work. I tried mixing a few song using them just for fun, and I noticed that most of my mixes tended to lose the low-mid range on other speakers and headphones simply because the R2s are warm. This characteristic is great when listening to music, but not for mixing/producing it.<br /><br />If you're a musician, you'll find that these are great for monitoring (and thus they are named in-ear monitors). I used them to monitor my vocals and piano while recording an entire song and they worked great. The warmth helps make things less straining on the ears, and there's not so much bass that I get a headache using them after a while. I also used these to monitor my synth and the rest of the band while playing live, and the foam tips isolated the sound very well.<br /><br />It's worth noting that since these are in-ear monitors, there is no microphone. The aluminum block in the middle of the cable just acts as a splitter -- there's no hidden microphone. At first this bugged me, because I would receive a call and forget I couldn't use these headphones to talk. After a while, I just accepted it. There's no reason for IEMs to have a microphone since there's no way for you to use it as a talkback to your band or anything. It also goes against the way that Flare built these, which is to solely focus on recreating sound accurately, not adding more sound. Bottom line: A microphone would have been useful, but there isn't one, and that shouldn't be a deal breaker.<br /><br />Here's the verdict: The R2s made me like earbuds again. I was considering the Shure SE215s, but these reign superior. Once they're in my ears, I don't feel like I need to take them out. They feel at home. Even Apple's EarPods, which \\""sit\\"" in my ears nicely, don't make me forget that I'm listening to music through small pieces of plastic in my ears. The R2s do, and they don't look ridiculous like some earbuds. My friend even told me he didn't notice I was wearing them because they're so small. That's awesome.",31-08-2015
US,17942798,R1J0KZCF8TKQR8,B00ND3XGQQ,988240326,"Etekcity RoverBeats T16 Ultra Portable Wireless Bluetooth Speaker, Enhanced Bass",Electronics,4,0,0,N,Y,Nice sound for what it is – a small Bluetooth ...,"Nice sound for what it is – a small Bluetooth speaker.  Syncs easily with my iPad.  Good clear sound, decent bass.  Sounds great on talk radio stations.  Nice little unit for the price.",31-08-2015
US,51773554,R2GL614E81T6N9,B00CDGSNL2,522761479,JAM XT Extreme Wireless Speaker,Electronics,5,0,0,N,Y,Love it!,Battery is much improved from earlier models.,31-08-2015
US,3153270,R3CM5K99PSZXJN,B00K7DYACO,98084547,Ceptics  Outlet Travel Adapter,Electronics,5,0,0,N,Y,Five Stars,Excellent!!,31-08-2015
US,30909410,ROSNGEJRRBNYB,B004E2XB3I,295457644,"Mount-It! TV Wall Mount Full Motion and Heavy-Duty for Samsung, Sony, LG, Sharp, Insignia, Vizio, Haier, Toshiba, Sharp, Element, TCL, Westinghouse, 4K, 32, 40, 42, 48, 50, 55, 60 Inch, (MI-310B)",Electronics,5,0,0,N,Y,Five Stars,Hold TV very secure.,31-08-2015
US,4791778,R1WH51UHEYIW5Y,B0002MQGR2,271941114,Optical Splitter,Electronics,1,2,2,N,Y,One Star,now they tell me you can't split optical audio,31-08-2015
US,44083852,RRW9IYKB70EPK,B00JGDF31I,847372182,ITIS Replacement Audio Cable Cord For Bose QuietComfort Headphone With ITIS Logo Headphone Cable Clip,Electronics,1,0,0,N,Y,Worked for about a week then broke,"Sorry, this cable worked for about a week then broke. I had ordered others before and same result. My fault for thinking things would change. Thought I had gotten a bad set, but that is the rule...not the exception. I'll try the more expensives ones from Bose.",31-08-2015
US,51039431,RVDJ0B8MHUHL4,B0042F3K9W,511813888,Harman Kardon Soundsticks III 2.1 Channel Multimedia Speaker System with Subwoofer,Electronics,5,1,1,N,Y,This system rocks!,"The sound quality is unbeatable.  I can't handle turning the volume as high as it can go, it is really a great system for any size room",31-08-2015
US,20947453,R2666O4LI7I4EZ,B00VMJEK2C,610652919,"ECHOGEAR Full Motion Articulating TV Wall Mount Bracket for most 37-70 inch LED, LCD, OLED and Plasma Flat Screen TVs w/ VESA patterns up to 600 x 400 - 16"" Extension - EGLF1-BK",Electronics,5,0,0,N,Y,Really cool design and it goes up really easy,Really cool design and it goes up really easy.  The amount of adjustment is really nice as well.  It's been up for almost two months with our 55 inch TV and hasn't moved as all unless I'm the one to move it.,31-08-2015
US,33162753,R2CQ8PIPIYDDOH,B00E11BO6S,813413850,Aerb® 4G Waterproof MP3 Music Player for Swimming & other Sports (IPX-8 Standard) (Yellow),Electronics,1,0,0,N,Y,Loved it. So I gave the first one to ...,"I ordered one, Loved it.  So I  gave the first one to my husband who was traveling for a month and ordered another for myself......wouldn't turn on after charging.  Returned for another one...same problem.  GRRRRRR!",31-08-2015
US,1321052,R2WYSGXX1RCW6Y,B00RZ9XPX8,544420914,C&E HDMI to HDMI Cable,Electronics,4,0,0,N,Y,Four Stars,Works great!,31-08-2015
US,12681886,R2ZGM1SYG0K2OO,B00RFLGJLG,833935017,1byone OUS00-0562 Amplified HDTV Antenna 50 Miles Range with USB Power Supply and 20 Feet Coaxial Cable - White/Black,Electronics,4,0,0,N,Y,Worked well the Caribbean,I purchased the OUS00-0563 Super Thin Indoor HDTV and took it to Barbados where after installing it(simply tape to concrete block wall) I was pleasantly surprised by the difference in reception of the TV. I highly recommend this product.,31-08-2015
US,51453429,R2P1OY2YZ8300R,B00JHKSN5I,48252030,Panasonic eneloop AA New 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries,Electronics,5,1,1,N,Y,Five Stars,The only batteries I buy for my DSLR Cameras.,31-08-2015
US,2452291,R3N80JIUYFL60,B00TDNWQN4,299483151,Omaker M4 Portable Speakers,Electronics,5,0,0,N,Y,Five Stars,Loved it,31-08-2015
US,13963852,R3KIAM7QE7Z3ND,B00Q3TFLY2,150402291,"Bluedio N2 Bluetooth V4.1 Wireless Stereo Music Sport Gym Handsfree Handsfree Hands-free Headset Headphone Earphone For iPhone 6 iPhone 6 Plus 5S 5C 5 4S, Samsung Galaxy Note 3 2 1, Samsung Galaxy S5 S4 S3 S2, iPod Touch 7 6 5 iPad 4 Mini Air HTC Sony Xperia and other Smart CellPhone",Electronics,1,0,0,N,Y,Painful,I was unable to use them because they hurt my ears I used them for a total 30 min. and my ears felt like they were bruised.,31-08-2015
