marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,43650729,R1R0Q2AV7X3583,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,3,0,0,N,Y,High quality product.,It is very good quality but needs better product discription. I had to buy adapters for both ends to work with my radio,2013-09-23
US,40648510,R2VQ5HI4K8WLDY,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,3,0,0,N,Y,wire,it works what more can one say about a piece of wire it has pretty gold connecters oh ya I bought 2,2013-09-12
US,9517769,R3JG1JN52CMAR7,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,0,0,N,Y,good,good<br /><br />nice wire very use full for 150 meter<br /><br />its make 150 to other house<br /><br />!!!!!!!!!!!!!!!u must buy it oooo,2013-09-12
US,22438358,R2IP1UQQTXTII8,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,0,0,N,N,Wifi Extension cord,This a good buy it works well with my high gain antenna so I  would highly recommend it.<br /><br />Thanks guys.,2013-08-22
US,36214229,RR41O2B7BU1IY,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,1,4,4,N,Y,I received what appears to be a used cable and another one was defective,"I ordered 2 of the [[ASIN:B00428R89M yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable]]s from Amazon/EKstore and one appears to be a used cable. It was not in factory wrapped condition, see my photo on the product page.<br /><br />The other cable was missing the nut and washer and the pin did not protrude far enough to make contact, see my photo on the product page.<br /><br />Initially I rated this product as 2 stars but after finding the second one was defective I changed it to 1 star.",2013-08-16
US,33300720,R2TVI8JEYBC3FT,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,3,0,0,N,Y,It's a cable that works,"Even though it took over a month to receive it (airmail direct from China), the cable works fine. I paired this with a &#34;TP-LINK TL-ANT2405C 2.4GHz 5dBi Indoor Desktop Omni-directional Antenna&#34; and moved the antenna to a more central location in the house. This resulted in a much improved signal level of about 10 - 15 db on the far side of the house (25 feet through walls and floor).",2013-07-30
US,40153326,R2CAE1A5VQY73Q,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,1,1,N,Y,cable rating,"I am not the tech person to really analyze this cable. My router has 3 antennas. so I just extend the range of one. Connected very easily. Cable quality seems very good, and delivery was very good and on time.",2013-07-21
US,33745350,R1C3KNRWV7WNXJ,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,0,0,N,Y,For a product I wanted~,This Five Meter long cord fit the bill in extending my antennae far enough for a better reception! word word,2013-07-16
US,29371066,R21YWDR31NUFZI,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,1,3,3,N,Y,Signal weakened,With this cable our internet signal actually weakened.  When we switched back to a shorter cable it got stronger.  Not something we'd ever order again.,2013-07-15
US,11101336,R25B0JL1GEG839,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,1,2,4,N,Y,Does not work,"This product does not work. I get no bandwidth at all. I knew that it would lose some power because it is so long. After a closer look I see that there is not a little copper wire sticking out on the male end and I think there should be, kind of like a cable TV wire. Does any one else know if that could be the problem? Please respond if you know. Thanks.",2013-07-06
US,43553383,R28E1IYSHKAZ2X,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,1,1,3,N,Y,90%signal loss,"Ok I kid, but not much, to cheap for as long as it is. Needs some shielding to be worth anything.",2013-04-27
US,43139848,RV6QFQR2QVV2N,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,1,1,N,Y,"The cable works, but the signal degradation is noticeable.","The cable works, but the signal degradation is noticeable. I ended up buying a cable LMR-400, which has less degradation of the signal (of course at a higher cost).",2013-03-12
US,12184014,R27SLZCVP17BQQ,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,2,0,0,N,Y,You get what you pay for.,"You get what you pay for here with this wire. It isn't insulated and bleeds signal big time. I couldn't use it at all, at least not for wifi related uses..",2013-02-10
US,15106401,R2AV72BER7P53G,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,0,0,N,Y,Works Fine,"My PC is located in a wireless dead spot, used this cable to move my antenna away from it.  It worked perfectly",2013-02-10
US,46417257,R1W1H9KTVJTD82,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,0,0,N,Y,Great cheap way to really boost your signal.,"I would definately recommend this to anyone before they waste money on a new modem or other signal booster device. I just ran mine up the side of my window trim and across the top and my signal went from 5-7 mbps to 17 mbps, sometimes even 19 mbps. It's only 20 mbps coming into the house, it's awesome.",2013-01-16
US,19665747,RVLWM1HZ06CHL,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,3,3,3,N,Y,works well,"Not as I expected it to be, smaller diameter than the leed cable purchased for the system but it works OK.",2012-12-30
US,46100554,R3UV76OA7H8N74,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,0,0,N,Y,It works,"An extension cable that allows you to relocate your WiFi antenna to improve reception. Works as advertised, good value for money spent",2012-12-28
US,16643313,RUNAW02EY2HK5,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,1,1,3,N,N,Waste of money,I purchase this cable with the illusion of extending my wifi but It didn't do it at all. Complete waste of time and money,2012-12-21
US,11094482,R1K3D0P20RG7ZV,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,0,0,N,Y,Good deal.,"The cable works as it should. I am happy with the purchase price.  There is alot of signal loss over the length of the cable, which I anticipated. I couldn't buy the ends for the price paid for the whole cable.",2012-12-20
US,27316635,R2AZ929GNFP51X,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,3,0,0,N,Y,Extension cable,I had high hopes that using this cable to allow me to move my router antenna to a better location to improve my wifi signal range.  Any gains from antenna location change were off set by the signal loss caused by the cable.  The longer the cable the more signal loss.  What this cable did allow for is locating the router in location where the antenna would not fit.,2012-11-29
US,52110693,R9RVEBOK6TKU9,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,43,46,N,Y,Good Quality - Be Aware of Some Signal Loss,"I received this 5 meter antenna extension cable quickly after ordering from Amazon.  It's nicely constructed and appears to use quality materials.<br /><br />I know that antenna cables are subject to signal loss in correlation to their length, and some of the $25+ cables are described as \\""low loss\\"" cables, and some define the amount of loss to expect.  Many cables indicate a loss range of .7 or greater dB per meter of length, so you want to use the shortest cable possible.<br /><br />I tested the wifi signal strength of this 5 meter extension cable (before and after installation) using inSSIDer Wifi Analyzer software on my Windows 7 desktop.  The extension cable was connected to a [[ASIN:B0007XXU3E D-Link  ANT24-0700 2.4 GHz Omni-Directional 7 dBi Indoor Antenna]].  The drop in signal was about 5dB using the cable, and the gain from moving the D-Link Antenna to a better location in the room using the extension cable was about 5dB.  So, for me, there was not a benefit when connected to the D-Link ANT24-0700.<br /><br />Then, I connected it to one of the three 'standard' 4\\"" antenna that came with my wireless adapter card ([[ASIN:B000N4WRFY D-Link DWA-556 Xtreme N PCI Express Desktop Adapter]]).  By moving one of the three 'standard' 4\\"" connectors to a better location using this 5 meter extension cable, I was able to gain about 3 dB.<br /><br />My suggestion is that you use a Wifi Analyzer on your cell phone (such as Wifi Analyzer by farproc for Android) to first test various locations that are within 5 meters of your current antenna's location.  If you can pick up more than 5 dB of gain in a better location, this 5 meter extension cable may be a worthwhile option.  Otherwise, I would recommend getting a better antenna, or trying out a Range Extender.",2012-07-06
US,35529372,R3N53N2BUZDD2B,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,5,6,N,Y,Great product,"Great quality, fits perfect in the antena and wifi router. It´s the right thing to purchase if you need your wifi antenna in the different location than your wifi router.",2012-05-16
US,48624395,RKWHM0HPLLZ5O,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,6,6,N,Y,Quality Cable with Quality Gold-plated Ends,"This is a quality cable with gold colored ends.  It was packed well and came new and in good condition.  I had an initial problem with my end using this cable to extend an existing cable. Bestumart worked with me over several emails, that included photos, to find a solution. They have excellent customer service and I appreciate that they went over and beyond to assist. Thank you!",2012-05-07
US,50228719,R38HH4T6DB3JO,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,4,9,9,N,Y,Great,I bought this to give  me some length on my wifi antenna. I was able to extend the length of the connecting wire and more my antenna to a better position. Signal is up by about 50%. Great Product!,2012-04-27
US,16292447,R2L57CI4ZFQPVK,B00428R89M,112201306,yoomall 5M Antenna WIFI RP-SMA Female to Male Extensionl Cable,Electronics,5,11,13,N,Y,Wi-fi antenna extender,I needed this because I have a wireless PC in my room. I needed this because I wanted to place the PC in an area where the reception for most wireless electronics (including wi-fi) is blocked. This completely fixed my problem and now I get a perfect signal! Highly recommended!,2011-02-13
